Account,User Name,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Comments 1x ),Overperforming Score
Secretaría de Marina,semar_mx,235227,2021-01-28 08:05:05 CST,Photo,5057,17,0,https://www.instagram.com/p/CKl2N_ZB6QS/,https://www.instagram.com/p/CKl2N_ZB6QS/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/142836094_2837157469874472_9024876762613467942_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=mgz5gLJSeWgAX918ERT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ca70747d180f595f6e550478e1076afe&oe=60399B88,,"La agilidad y audacia que desarrolla un #InfanteDeMarina, permiten lograr misiones exitosas #ParaServirAMéxico

#FelizJueves

#ArmadaDeMéxico

#SEMAR

#SecretaríaDeMarina

#InfanteríaDeMarina",#SOY NAVAL,,,"5,074","5,074",1.31
Secretaría de Marina,semar_mx,216994,2020-10-28 07:51:23 CST,Photo,4994,15,0,https://www.instagram.com/p/CG47hJnBo57/,https://www.instagram.com/p/CG47hJnBo57/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/122711355_186910159720894_587295916535247234_n.jpg?_nc_cat=105&ccb=2&_nc_sid=8ae9d6&_nc_ohc=W9sECXFM7lsAX8ymA02&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b1a05fa15487ed8905eee572a56ede95&oe=5FBE67C4,,"#PilotosAeronavales siempre pendientes al llamado de la #Patria.

#SecretaríaDeMarina
#ArmadaDeMéxico
#FelizMiércoles
#SEMAR
#SoyNaval",,,,"5,009","5,009",1.41
Secretaría de Marina,semar_mx,203429,2020-08-23 07:58:30 CDT,Photo,4932,37,0,https://www.instagram.com/p/CEO5AITBx1n/,https://www.instagram.com/p/CEO5AITBx1n/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117988649_756500425132995_2908456388003278522_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=zYzd3T0rxJMAX-YIDs5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5af08347437268962e32f7e53837c4df&oe=5F660D2A,,"Con la mejor actitud... navegamos rumbo a la misión.

#SoyNaval y estoy #ParaServirAMéxico

#ArmadaDeMéxico
#SEMAR
#SecretaríaDeMarina
#FelizDomingo
#felizdomingo",,,,"4,969","4,969",1.43
Secretaría de Marina,semar_mx,229486,2021-01-10 08:04:01 CST,Photo,4956,9,0,https://www.instagram.com/p/CJ3fydDByjU/,https://www.instagram.com/p/CJ3fydDByjU/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/136953874_430757661397074_9113696252707183562_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=zC9DbuobFxcAX_aqQkU&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=8db73503606de245559502dc8249412b&oe=601FC801,,"Con la mejor actitud #ParaServirAMéxico, nuestros #BinomiosCaninos les desean #FelizDomingo.

#SEMAR

#ArmadaDeMéxico

#SecretaríaDeMarina

#Marina

#CaninosNavales

#Caninos

#PerrosDeInstagram",,,,"4,965","4,965",1.31
Secretaría de Marina,semar_mx,191669,2020-06-26 07:43:22 CDT,Photo,4895,18,0,https://www.instagram.com/p/CB5hKjYBe_p/,https://www.instagram.com/p/CB5hKjYBe_p/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/106216168_166264778235921_5287950461006015842_n.jpg?_nc_cat=102&_nc_sid=8ae9d6&_nc_ohc=mNWvhVDHTMEAX83RHRh&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=e0d98ebcc523f62b2ef25871c8772377&oe=5F1C701F,,"Desde primera hora zarpamos para llevar a cabo nuestras actividades. La tripulación del BAL-01 les desea un #FelizViernes y mucho éxito.

#NavegandoAndo #ParaServirAMéxico
#FlotaNaval
#SEMAR
#ArmadaDeMéxico
#Bal-01",,,,"4,913","4,913",1.41
Secretaría de Marina,semar_mx,221722,2020-11-25 08:27:29 CST,Photo,4845,20,0,https://www.instagram.com/p/CIBF6EWB5yG/,https://www.instagram.com/p/CIBF6EWB5yG/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/127106807_3341465259314820_8344336805545213866_n.jpg?_nc_cat=105&ccb=2&_nc_sid=8ae9d6&_nc_ohc=HOAklP5CWs8AX_pPrOv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=557a5f0dc9f0faab4abf4545d501a4d7&oe=5FE4C4A1,,"Mujeres Navales, digno ejemplo de orgullo y admiración que trabajan sin cesar, al servicio de la #Patria.

#FelizJueves
#ParaServirAMéxico
#TodasSinViolencia #MéxicoNaranja #ActúaVSLaViolencia",,,,"4,865","4,865",1.33
Secretaría de Marina,semar_mx,224370,2020-12-10 07:57:58 CST,Photo,4807,29,0,https://www.instagram.com/p/CInqdD4hOsp/,https://www.instagram.com/p/CInqdD4hOsp/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/130302116_315903699527247_1752020995592812931_n.jpg?_nc_cat=105&ccb=2&_nc_sid=8ae9d6&_nc_ohc=lvSSAiVXaoIAX8z8VD1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=707f45196f5068bcd272aa0636de1b56&oe=5FF98160,,"“Cadete soy de la Naval
mi orgullo es ser marino...”

¿Te sabes el himno? ¡Completa la estrofa!

#BuenosDías 
#SEMAR
#ArmadaDeMéxico
#SecretaríaDeMarina
#UniversidadNaval",,,,"4,836","4,836",1.31
Secretaría de Marina,semar_mx,195448,2020-07-17 10:32:20 CDT,Photo,4765,9,0,https://www.instagram.com/p/CCv5MaMhRI5/,https://www.instagram.com/p/CCv5MaMhRI5/,https://scontent-ort2-2.cdninstagram.com/v/t51.29350-15/108174428_1245278922488575_7704015099479162185_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=fdp8CnQ-bM0AX8pqpRn&_nc_ht=scontent-ort2-2.cdninstagram.com&oh=58868005c75c01b9985bcafb81d568ae&oe=5F36D9B0,,"Constancia, disciplina y honor, características indispensables #ParaServirAMéxico

#FelizViernes 
#SEMAR
#ArmadaDeMéxico
#SecretaríaDeMarina",,,,"4,774","4,774",1.37
Secretaría de Marina,semar_mx,160165,2020-02-25 08:08:58 CST,Photo,4746,4,0,https://www.instagram.com/p/B8_h-uxh_Km/,https://www.instagram.com/p/B8_h-uxh_Km/,https://scontent.xx.fbcdn.net/v/t51.2885-15/84334256_1094319120900839_430124607240856499_n.jpg?_nc_cat=103&_nc_ohc=4xKcdXXd9LAAX9Q_9cI&_nc_ht=scontent.xx&oh=99e090ee061e638e262487ca3df29d92&oe=5E8B295F,,"El mantenimiento de las aeronaves es mi prioridad, porque con ellas, desde las alturas estoy #ParaServirAMéxico

#Semar

#ArmadaDeMéxico

#SecretaríaDeMarina

#Pilotos

#PilotosAeronavales",,,,"4,750","4,750",1.37
Secretaría de Marina,semar_mx,207699,2020-09-15 08:05:21 CDT,Photo,4723,16,0,https://www.instagram.com/p/CFKIEbuhSd9/,https://www.instagram.com/p/CFKIEbuhSd9/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/119576836_377663673235922_5214643460657936511_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=GulY9aV_X_gAX9CBhLh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8885a6791df73cacae394105fa186273&oe=5F86960C,,"Orgullosos de ser mexicanos y estar para servir a la Nación te deseamos #FelizMartes. 

#ParaServirAMéxico #ArmadaDeMéxico #SEMAR #SecretaríaDeMarina",,,,"4,739","4,739",1.36
Secretaría de Marina,semar_mx,196778,2020-07-24 08:11:27 CDT,Photo,4722,6,0,https://www.instagram.com/p/CDBqoo7BihB/,https://www.instagram.com/p/CDBqoo7BihB/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/115876803_313735569815662_8123143339620251135_n.jpg?_nc_cat=108&_nc_sid=8ae9d6&_nc_ohc=b2SdpQ8fuD4AX8MJM4n&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=1ddce541ed9e5cf0d3e17bdd0238544d&oe=5F405184,,"Iniciando el día con toda la actitud #ParaServirAMéxico

#SoyNaval
#FelizViernes  #ArmadaDeMéxico  #SEMAR #SecretaríaDeMarina",,,,"4,728","4,728",1.36
Secretaría de Marina,semar_mx,180095,2020-05-02 08:02:29 CDT,Photo,4665,10,0,https://www.instagram.com/p/B_r7oaFhEQw/,https://www.instagram.com/p/B_r7oaFhEQw/,https://scontent-lax3-1.xx.fbcdn.net/v/t51.2885-15/95259553_179300176557023_7927054221267401630_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=N9UvIEO43xMAX-ubQdW&_nc_ht=scontent-lax3-1.xx&oh=ffa78d7c7e41d6f65274c95cff59cf3d&oe=5ED2D7FA,,"¡Iniciando el día con la actitud de Servir a México y nuestros conciudadanos!
.
.
.

#SoyNaval y estoy #ParaServirAMéxico
.
.
.

#SEMAR
.
.
.

#ArmadaDeMéxico
.
.
.

#SecretaríaDeMarina
.
.
.

#FelizSábado",,,,"4,675","4,675",1.35
Secretaría de Marina,semar_mx,164921,2020-03-15 08:15:16 CST,Photo,4633,18,0,https://www.instagram.com/p/B9wdzgphfz4/,https://www.instagram.com/p/B9wdzgphfz4/,https://scontent.xx.fbcdn.net/v/t51.2885-15/89822854_932474970504831_2251809134306725471_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=xlv3UGMnv5sAX8kyP1p&_nc_ht=scontent.xx&oh=55f563aef7bb6006b416928858bca9a3&oe=5E958E42,,"Gallardía y convicción #ParaServirAMéxico son características  esenciales de un Cadete naval. 
#Semar

#ArmadaDeMéxico

#Marina",,,,"4,651","4,651",1.34
Secretaría de Marina,semar_mx,211986,2020-10-01 07:52:51 CDT,Photo,4620,5,0,https://www.instagram.com/p/CFzTWzkB_A1/,https://www.instagram.com/p/CFzTWzkB_A1/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/120536435_470075083953114_449508564921470705_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=kCjDYWYcI0QAX8C9jj2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ee2a98031a5918968b0dec7001bfad9a&oe=5F9B6544,,"Desde las alturas, damos inicio al mes de #Octubre2020 con la mejor actitud #ParaServirAMéxico.
.
.
.

Orgullosamente #SoyNaval
.
.
.

#FelizJueves
.
.
.

#ArmadaDeMéxico
.
.
.

#SEMAR
.
.
.

#SecretaríaDeMarina",,,,"4,625","4,625",1.32
Secretaría de Marina,semar_mx,226169,2020-12-22 07:59:55 CST,Photo,4566,17,0,https://www.instagram.com/p/CJGkN08MLch/,https://www.instagram.com/p/CJGkN08MLch/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/132169921_826183827955369_3278056013874964439_n.jpg?_nc_cat=109&ccb=2&_nc_sid=8ae9d6&_nc_ohc=GxvGMO1EOvoAX-Vo_Fn&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=d14af018c31cf04c00085947bc5f4af9&oe=6006EB92,,"El adiestramiento es la clave para llevar a cabo una misión y con la práctica se llega al éxito.

#NavegarEsNuestraPasión #ParaServirAMéxico

#ArmadaDeMéxico",,,,"4,583","4,583",1.23
Secretaría de Marina,semar_mx,169016,2020-03-28 08:07:50 CST,Photo,4568,12,0,https://www.instagram.com/p/B-R7SYABqT0/,https://www.instagram.com/p/B-R7SYABqT0/,https://scontent.xx.fbcdn.net/v/t51.2885-15/91496198_133097404921966_3255560454507811778_n.jpg?_nc_cat=102&_nc_sid=8ae9d6&_nc_ohc=wA1qLx96nvsAX_ByWPR&_nc_ht=scontent.xx&oh=bb07d0b74782e5d7c4691e9e78393fea&oe=5EA4EE13,,"Nada nos detendrá para brindar el apoyo a la población civil y los marinos mexicanos lo saben.
Desde el buque Usumacinta les deseamos #FelizSábado a todas las familias mexicanas ¡mucho ánimo y fibra!

#ParaServirAMéxico
#SoyNaval
#ArmadaDeMéxico",,,,"4,580","4,580",1.32
Secretaría de Marina,semar_mx,182518,2020-05-12 07:59:11 CDT,Photo,4556,15,0,https://www.instagram.com/p/CAFrM8lh49Z/,https://www.instagram.com/p/CAFrM8lh49Z/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/97199654_689927171807274_1761766003981123490_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=pzt4Zr_KefUAX829Dzw&_nc_ht=scontent-sea1-1.xx&oh=049f5c904a0c09fe5b43e85a8935a459&oe=5EE08F99,,"Juventud mexicana capacitándose para servir a su Nación.

#FelizMartes

#SoyNaval

#SecretaríaDeMarina

#ArmadaDeMéxico

#SEMAR",,,,"4,571","4,571",1.32
Secretaría de Marina,semar_mx,174868,2020-04-15 08:11:00 CDT,Photo,4548,11,0,https://www.instagram.com/p/B_ALF3vnbBS/,https://www.instagram.com/p/B_ALF3vnbBS/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/92855802_2612924122368908_6346384870296676457_n.jpg?_nc_cat=102&_nc_sid=8ae9d6&_nc_ohc=-COWTS1nRdEAX8vLrEu&_nc_ht=scontent-sea1-1.xx&oh=e795b4a580bc0816f793722b166416b8&oe=5EBB3CAF,,"Salvaguardar la vida humana en la mar es una de nuestras misiones. Siempre estamos #ParaServirAMéxico.

#BúsquedaYRescate
#SoyNaval
#TodoPorLaVida",,,,"4,559","4,559",1.31
Secretaría de Marina,semar_mx,160497,2020-02-26 08:19:28 CST,Photo,4549,8,0,https://www.instagram.com/p/B9CH-fhhHyz/,https://www.instagram.com/p/B9CH-fhhHyz/,https://scontent.xx.fbcdn.net/v/t51.2885-15/88129719_500143220921538_781993600666494020_n.jpg?_nc_cat=105&_nc_ohc=00tkX2ClbqsAX8LVjn-&_nc_ht=scontent.xx&oh=2afc8aa693ed2c1b22e1342bb2b5aae3&oe=5E87C88A,,"Orgullosos de custodiar nuestro Lábaro Patrio, les deseamos #FelizMiércoles

#SoyNaval y estoy #ParaServirAMéxico 
#Semar

#ArmadaDeMéxico

#SecretaríaDeMarina",,,,"4,557","4,557",1.31
Secretaría de Marina,semar_mx,202360,2020-08-18 07:52:17 CDT,Photo,4542,7,0,https://www.instagram.com/p/CECAUKKBY0j/,https://www.instagram.com/p/CECAUKKBY0j/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117981166_1179246322441664_566896716588638886_n.jpg?_nc_cat=110&_nc_sid=8ae9d6&_nc_ohc=lcaiMFDrSegAX8eSsJ-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8fba083a5f2f312a82f950640280383b&oe=5F635731,,"Sigilosos y con temple de acero, los #InfantesDeMarina realizan su adiestramiento con determinación y compromiso.

#SomosNavales y estamos #ParaServirAMéxico

#infantedemarina",,,,"4,549","4,549",1.31
Secretaría de Marina,semar_mx,166640,2020-03-22 10:35:06 CST,Photo,4530,8,0,https://www.instagram.com/p/B-CvXyYhIW5/,https://www.instagram.com/p/B-CvXyYhIW5/,https://scontent.xx.fbcdn.net/v/t51.2885-15/90219597_2523801314390760_229288108300401872_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=Y4hacJvjrbQAX9oRdO9&_nc_ht=scontent.xx&oh=522f5b7fd0b885c55dde40ee43ffc8ab&oe=5E9D7B32,,"#MujerNaval digna representante de la patria. 
#SoyNaval y estoy #ParaServirAMéxico 
#Feliz DomingoFamiliar
#ArmadaDeMéxico #Semar",,,,"4,538","4,538",1.31
Secretaría de Marina,semar_mx,195628,2020-07-18 08:03:42 CDT,Photo,4517,8,0,https://www.instagram.com/p/CCyM-p4Bnij/,https://www.instagram.com/p/CCyM-p4Bnij/,https://scontent-ort2-2.cdninstagram.com/v/t51.29350-15/109834220_1159587104415730_5732650887464348364_n.jpg?_nc_cat=103&_nc_sid=8ae9d6&_nc_ohc=HwaPK669pR8AX_C1szt&_nc_ht=scontent-ort2-2.cdninstagram.com&oh=cc981289919a0efcab7eaa4464e0659d&oe=5F392FAE,,"Siempre listos #ParaServirAMéxico. 

Les deseamos #FelizSábado

#ArmadaDeMéxico
#SoyNaval
#SEMAR
#SecretaríaDeMarina
#InfanteríaDeMarina",,,,"4,525","4,525",1.3
Secretaría de Marina,semar_mx,205405,2020-09-02 08:29:46 CDT,Photo,4505,16,0,https://www.instagram.com/p/CEosh6EHY0M/,https://www.instagram.com/p/CEosh6EHY0M/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118635729_1252565095085575_405916666139462628_n.jpg?_nc_cat=104&_nc_sid=8ae9d6&_nc_ohc=6GeZ6gWcmmkAX9qNvQ-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=d3d8db6155bfbae0f2b31ec0eca3e9eb&oe=5F7492B3,,"La gallardía en cada elemento naval, se adquiere con disciplina y lealtad a nuestra Nación.

Desde #Semar les damos los #BuenosDías

#ParaServirAMéxico

#SoyNaval",,,,"4,521","4,521",1.3
Secretaría de Marina,semar_mx,237729,2021-02-06 08:04:57 CST,Photo,4499,16,0,https://www.instagram.com/p/CK9BW9-hvHs/,https://www.instagram.com/p/CK9BW9-hvHs/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/146263802_440950337223688_2800407033147659944_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=A902J9sSJJkAX_xs25K&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b061ac8d5a1aae9a9c588faacb590a5e&oe=60456FC8,,"Navegar es nuestra pasión, servir a México nuestra convicción y más grande orgullo.

#SoyNaval

#FelizSábado

#ArmadaDeMéxico

#SEMAR

#SecretaríaDeMarina",,,,"4,515","4,515",1.15
Secretaría de Marina,semar_mx,207008,2020-09-11 08:16:08 CDT,Photo,4502,10,0,https://www.instagram.com/p/CE_2Hz8hp4D/,https://www.instagram.com/p/CE_2Hz8hp4D/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/119126869_759380554882604_6944023827620386593_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=MK_uy2tG5nAAX-eMY_N&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=4c309489a84af2097d9c070ee71297e2&oe=5F81E9CB,,"Desde nuestra Alma Máter que ha visto pasar generación tras generación les deseamos #BuenosDías.

#MesPatrio🇲🇽",,,,"4,512","4,512",1.3
Secretaría de Marina,semar_mx,187910,2020-06-04 07:58:22 CDT,Photo,4452,5,0,https://www.instagram.com/p/CBA5ZExhQfj/,https://www.instagram.com/p/CBA5ZExhQfj/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/101712199_160811728824666_2721350631449755256_n.jpg?_nc_cat=108&_nc_sid=8ae9d6&_nc_ohc=R5Y8OLEqIOgAX8m7FYb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=634419747adad83acdf63c127afbccd7&oe=5EFCA86B,,"Iniciando el día con toda la actitud de preservar la #PazYSeguridad de nuestros conciudadanos. 
#SoyNaval y estoy #ParaSevirAMéxico 
#FelizJueves 
#ArmadaDeMéxico 
#SEMAR
#SecretaríaDeMarina
#InfantesDeMarina",,,,"4,457","4,457",1.28
Secretaría de Marina,semar_mx,222062,2020-11-27 08:02:19 CST,Photo,4407,14,0,https://www.instagram.com/p/CIGMne7BJ6m/,https://www.instagram.com/p/CIGMne7BJ6m/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/127428126_380647069848063_393527396631075017_n.jpg?_nc_cat=102&ccb=2&_nc_sid=8ae9d6&_nc_ohc=Nto9P1FRAtEAX8X0RN4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e0c0347a63b72f4802a7522d1ada81c3&oe=5FE5CA33,,"#Entérate Personal Naval realizó vuelo operacional de Patrulla Marítima en el área Jurisdiccional de ZN-2, por tripulación femenina en Cabina, al mando de la Tte. Corb. AN. PA. Susana Vasques García.
.
.
.

#SoyNaval
.
.
.

#ParaServirAMéxico
.
.
.

#ArmadaDeMéxico
.
.
.

#FelizViernes",,,,"4,421","4,421",1.2
Secretaría de Marina,semar_mx,227074,2020-12-28 08:02:54 CST,Photo,4394,19,0,https://www.instagram.com/p/CJWBU55haZc/,https://www.instagram.com/p/CJWBU55haZc/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/133161490_690513531829253_4684175651806135030_n.jpg?_nc_cat=111&ccb=2&_nc_sid=8ae9d6&_nc_ohc=SfOpN4ZBE8sAX96hvqU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e8cf36d7273f1b5562f8b04816ab2b9c&oe=600E6311,,"Cuando de Búsqueda y Rescate se trata, recurrimos a los expertos.

Binomios Caninos Navales, siempre leales #ParaServirAMéxico

#FelizLunes

#USAR

#ArmadaDeMéxico",,,,"4,413","4,413",1.17
Secretaría de Marina,semar_mx,179562,2020-04-30 08:46:48 CDT,Photo,4370,14,0,https://www.instagram.com/p/B_m3HPwBeq6/,https://www.instagram.com/p/B_m3HPwBeq6/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/94761897_712123839348288_1391378503150916281_n.jpg?_nc_cat=111&_nc_sid=8ae9d6&_nc_ohc=uolpQKJc7E0AX9Pdk5k&_nc_ht=scontent-sea1-1.xx&oh=17f68cd37976eaa5fb445a3177452cc8&oe=5ED233E9,,"En este día tan especial, disfruta con tus hijos en sana distancia y en casa, muéstrales tu cariño y enséñales a sonreír ante cualquier adversidad, ya que ellos son el futuro de México.

#FelizDíaDelNiño

#DíaDelNiño",,,,"4,384","4,384",1.26
Secretaría de Marina,semar_mx,217412,2020-11-01 07:43:39 CST,Photo,4327,35,0,https://www.instagram.com/p/CHDN0A3srOX/,https://www.instagram.com/p/CHDN0A3srOX/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/123136962_819211778830558_3979753720419740250_n.jpg?_nc_cat=100&ccb=2&_nc_sid=8ae9d6&_nc_ohc=OD1HIyUfKmYAX-J10z3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=7d69ab6ad52f99929c40d6605f3fdd20&oe=5FC4C6AF,,"#UnDíaComoHoy pero de 1992 se crea el Grupo de Fusileros Paracaidistas, adscrito militar y administrativamente al Cuartel General de la #ArmadaDeMéxico.
#ParaServirAMéxico
#SoyNaval
#FelizDomingo
#ArmadaDeMéxico
#Semar",1 de Noviembre de 1992 Se crea el Grupo de Infantería de Marina Fusileros Paracaidistas,,,"4,362","4,362",1.23
Secretaría de Marina,semar_mx,234641,2021-01-26 08:09:33 CST,Photo,4341,16,0,https://www.instagram.com/p/CKgtI-vBOwH/,https://www.instagram.com/p/CKgtI-vBOwH/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/142508784_2775216766075967_4152708527005226491_n.jpg?_nc_cat=100&ccb=2&_nc_sid=8ae9d6&_nc_ohc=I8ayTh6D5v8AX-KsW0-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b83d426dcffe740b4b07ae54d01e8e7e&oe=60365668,,"Las #AlasDeLaArmada trabajan día y noche para llegar a su destino y brindar la ayuda que requiera la población civil.
.
.
.

#BuenosDías #FamiliaNaval
.
.
.

#ArmadaDeMéxico",#SOY NAVAL,,,"4,357","4,357",1.12
Secretaría de Marina,semar_mx,183052,2020-05-14 08:03:16 CDT,Photo,4338,4,0,https://www.instagram.com/p/CAK1QluhhdO/,https://www.instagram.com/p/CAK1QluhhdO/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/97575400_310021550001086_9169233733583393733_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=857kY0bFyjAAX_HuLaM&_nc_ht=scontent-sea1-1.xx&oh=ace8168a3c50a4555f60b65076318408&oe=5EE1ECAB,,"#InfantesDeMarina que con su valentía y tenacidad logran cumplir cada misión #ParaServirAMéxico.

#SoyNaval
#FelizJueves
#ArmadaDeMéxico
#SecretaríaDeMarina
#SEMAR",,,,"4,342","4,342",1.25
Secretaría de Marina,semar_mx,169868,2020-03-30 08:57:50 CST,Photo,4325,9,0,https://www.instagram.com/p/B-XKmZ0BP-d/,https://www.instagram.com/p/B-XKmZ0BP-d/,https://scontent.xx.fbcdn.net/v/t51.2885-15/91398517_794239717646194_3907438863491426087_n.jpg?_nc_cat=107&_nc_sid=8ae9d6&_nc_ohc=tzYUxHxU1yMAX8Bux2m&_nc_ht=scontent.xx&oh=40e238847d6a5c6422b15d44d8bffa9f&oe=5EA617C4,,"En cada marino militar impera el valor del Patriotismo, por eso hoy más que nunca estamos listos #ParaServirAMéxico

#SEMAR

#SecretaríaDeMarina

#ArmadaDeMéxico",,,,"4,334","4,334",1.25
Secretaría de Marina,semar_mx,214430,2020-10-14 08:10:14 CDT,Photo,4317,12,0,https://www.instagram.com/p/CGUzriJhlS4/,https://www.instagram.com/p/CGUzriJhlS4/,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/121276562_345036233607800_3871061146307730921_n.jpg?_nc_cat=111&_nc_sid=8ae9d6&_nc_ohc=9yiQwMnElO4AX95m5qr&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=95a64bf448cf3c33c141a968a4903837&oe=5FADF890,,"El ejercicio de asalto anfibio, forma parte del adiestramiento de un
#InfanteDeMarina.

#ParaServirAMéxico

#ArmadaDeMéxico
#SomosNavales
#Fibra",NAVAL,,,"4,329","4,329",1.23
Secretaría de Marina,semar_mx,221302,2020-11-23 08:49:30 CST,Photo,4279,23,0,https://www.instagram.com/p/CH7-1iHBd5C/,https://www.instagram.com/p/CH7-1iHBd5C/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/126828999_692468531697058_5531125881163324018_n.jpg?_nc_cat=106&ccb=2&_nc_sid=8ae9d6&_nc_ohc=QB7Gd6hRqacAX-N6Xa-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=676bdc1b5d88774a547d4ce4af031ebe&oe=5FE14B74,,"Hoy en el #DíaDeLaArmadaDeMéxico, recordamos la gesta heroica de la Marina de Guerra el #23DeNoviembre del 1825, consolidando la independencia Mexicana.",,,,"4,302","4,302",1.17
Secretaría de Marina,semar_mx,222757,2020-12-01 07:57:05 CST,Photo,4272,29,0,https://www.instagram.com/p/CIQfMqNsDQ5/,https://www.instagram.com/p/CIQfMqNsDQ5/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/128467450_391525421970018_444087842473904018_n.jpg?_nc_cat=103&ccb=2&_nc_sid=8ae9d6&_nc_ohc=6AmvKxgKPRMAX-umhPd&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=216fb1b82a0a9fc462be73f0228ec3e3&oe=5FECD2BB,,"A casi de #200 años de la creación de una #Armada que nació #ParaServirAMéxico, nos mantenemos a flote para salvaguardar la Soberanía Nacional.

#SoyNaval
#FelizMartes
#ArmadaDeMéxico
#Semar",MARINA SECRETARIA MARINA 4 DE OCTUBRE DE 1821 CREACIÓN DE LA ARMADA DE MÉXICO,,,"4,301","4,301",1.17
